document_modified,term_localName,term_isDefinedBy,term_created,term_modified,term_deprecated,replaces_term,replaces1_term,replaces2_term,label,definition,usage,notes,type,controlled_value_string,tdwgutility_organizedInClass,SKOS_inSchema,tdwgutility_repeatable,examples,database,vann_preferredNamespacePrefix,vann_preferredNamespaceUri
2021-04-15T20:25:08-06:00,SpeciesInteraction,http://rs.tdwg.org/plic/terms/,2021-04-15,2021-04-15,,,,,Species Interaction ,"Information category concerning relations between resources (instances or records, such as Occurrences, Taxa, Locations, Events,...).",,,http://www.w3.org/2000/01/rdf-schema#Class,,Interactions,,,,plic,plic,http://rs.tdwg.org/plic/terms/
2021-04-15T20:25:08-06:00,InteractionSpeciesType,http://rs.tdwg.org/plic/terms/,2021-04-15,2021-04-15,,,,,Species Interaction Type,String with the type of interaction. Each element is seperated by comma and each list of elements by.,,,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,,Interactions,,,,plic,plic,http://rs.tdwg.org/plic/terms/
2021-04-15T20:25:08-06:00,invasivenessAtomized,http://rs.tdwg.org/plic/terms/,2021-04-15,2021-04-15,,,,,Atomized Invasiveness,invasiveness element in structured format.,,,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,,Invasiveness,,,,plic,plic,http://rs.tdwg.org/plic/terms/
2021-04-15T20:25:08-06:00,invasivenessUnstructured,http://rs.tdwg.org/plic/terms/,2021-04-15,2021-04-15,,,,,Unstructured Invasiveness,invasiveness element in text block format.,,,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,,Invasiveness,,,,plic,plic,http://rs.tdwg.org/plic/terms/
2021-04-15T20:25:08-06:00,origin,http://rs.tdwg.org/plic/terms/,2021-04-15,2021-04-15,,,,,Origin,"Controlled vocabulary: Indigenous, Exotic, Unknown.",,,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,,Invasiveness,,,,plic,plic,http://rs.tdwg.org/plic/terms/
2021-04-15T20:25:08-06:00,presence,http://rs.tdwg.org/plic/terms/,2021-04-15,2021-04-15,,,,,Presence ,"Controlled vocabulary: Absent, SometimesPresent, Present, Unknown, Reported.",,,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,,Invasiveness,,,,plic,plic,http://rs.tdwg.org/plic/terms/
2021-04-15T20:25:08-06:00,persistence,http://rs.tdwg.org/plic/terms/,2021-04-15,2021-04-15,,,,,Persistence,"Controlled vocabulary: Persistent, Temporary, Transient, DiedOut, Unknown.",,,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,,Invasiveness,,,,plic,plic,http://rs.tdwg.org/plic/terms/
2021-04-15T20:25:08-06:00,distribution,http://rs.tdwg.org/plic/terms/,2021-04-15,2021-04-15,,,,,Distribution,"Controlled vocabulary: Widespread, Moderate, Localized, Unknown.",,,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,,Invasiveness,,,,plic,plic,http://rs.tdwg.org/plic/terms/
2021-04-15T20:25:08-06:00,harmful,http://rs.tdwg.org/plic/terms/,2021-04-15,2021-04-15,,,,,Harmful,"Controlled vocabulary: Yes, No, Potentially, Unknown.",,,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,,Invasiveness,,,,plic,plic,http://rs.tdwg.org/plic/terms/
2021-04-15T20:25:08-06:00,countryCode,http://rs.tdwg.org/plic/terms/,2021-04-15,2021-04-15,,,,,Country Code,The standard code for the country in which the Location occurs. Recommended best practice is to use ISO 3166-1-alpha-2 country codes.,,,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,,Invasiveness,,,,plic,plic,http://rs.tdwg.org/plic/terms/
2021-04-15T20:25:08-06:00,stateProvince,http://rs.tdwg.org/plic/terms/,2021-04-15,2021-04-15,,,,,State Province,"The name of the next smaller administrative region than country (state, 
province, canton, department, region, etc.) in which the Location 
occurs.",,,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,,Invasiveness,,,,plic,plic,http://rs.tdwg.org/plic/terms/
2021-04-15T20:25:08-06:00,county,http://rs.tdwg.org/plic/terms/,2021-04-15,2021-04-15,,,,,County,"The full, unabbreviated name of the next smaller administrative region 
than stateProvince (county, shire, department, etc.) in which the 
Location occurs.",,,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,,Invasiveness,,,,plic,plic,http://rs.tdwg.org/plic/terms/
2021-04-15T20:25:08-06:00,localityName,http://rs.tdwg.org/plic/terms/,2021-04-15,2021-04-15,,,,,Locality Name,Protocol Specification on Locations,,,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,,Invasiveness,,,,plic,plic,http://rs.tdwg.org/plic/terms/
2021-04-15T20:25:08-06:00,abundance,http://rs.tdwg.org/plic/terms/,2021-04-15,2021-04-15,,,,,Abundance,"Controlled vocabulary: Dominant, Common, Rare, Zero, Unknown, Monoculture.",,,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,,Invasiveness,,,,plic,plic,http://rs.tdwg.org/plic/terms/
2021-04-15T20:25:08-06:00,trend,http://rs.tdwg.org/plic/terms/,2021-04-15,2021-04-15,,,,,Trend,"Controlled vocabulary: Stable, Declining, Unknown, Expanding.",,,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,,Invasiveness,,,,plic,plic,http://rs.tdwg.org/plic/terms/
2021-04-15T20:25:08-06:00,rateOfSpread,http://rs.tdwg.org/plic/terms/,2021-04-15,2021-04-15,,,,,Rate Of Spread,"Controlled vocabulary: Rapid, Moderate, Slow, Unknown.",,,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,,Invasiveness,,,,plic,plic,http://rs.tdwg.org/plic/terms/
2021-04-15T20:25:08-06:00,regulatoryListing,http://rs.tdwg.org/plic/terms/,2021-04-15,2021-04-15,,,,,Regulatory Listing,"Controlled vocabulary: Prohibited, Restricted, NotConsidered, Unknown.",,,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,,Invasiveness,,,,plic,plic,http://rs.tdwg.org/plic/terms/
2021-04-15T20:25:08-06:00,localityType,http://rs.tdwg.org/plic/terms/,2021-04-15,2021-04-15,,,,,Locality Type,"Controlled vocabulary: State/Province, County, Postal code, Watershed, Unknown.",,,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,,Invasiveness,,,,plic,plic,http://rs.tdwg.org/plic/terms/
2021-04-15T20:25:08-06:00,WhatImpact,http://rs.tdwg.org/plic/terms/,2021-04-15,2021-04-15,,,,,What Impact,"An indication of the actual impact as a free text string. e.g. destroys 
riparian vegetation, destroys irrigation systems, displaces Arvicola 
sapidus",,,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,,Invasiveness,,,,plic,plic,http://rs.tdwg.org/plic/terms/
2021-04-15T20:25:08-06:00,vector,http://rs.tdwg.org/plic/terms/,2021-04-15,2021-04-15,,,,,Vector,"By which means a species occupies a new territory. e.g. fishing boats; dirty boots, cars (Aedes albopictus)",,,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,,Invasiveness,,,,plic,plic,http://rs.tdwg.org/plic/terms/
2021-04-15T20:25:08-06:00,Route,http://rs.tdwg.org/plic/terms/,2021-04-15,2021-04-15,,,,,Route,This is equivalent and probably replaceable by gisin:route,,,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,,Invasiveness,,,,plic,plic,http://rs.tdwg.org/plic/terms/
2021-04-15T20:25:08-06:00,impactTarget,http://rs.tdwg.org/plic/terms/,2021-04-15,2021-04-15,,,,,Impact Target,This is equivalent and probably replaceable by gisin:impactTarget,,,http://www.w3.org/2004/02/skos/core#ConceptScheme,,Invasiveness,,,,plic,plic,http://rs.tdwg.org/plic/terms/
2021-04-15T20:25:08-06:00,impactMechanism,http://rs.tdwg.org/plic/terms/,2021-04-15,2021-04-15,,,,,Impact Mechanism,Mechanism of introduction or impact to a new location.,,,http://www.w3.org/2004/02/skos/core#ConceptScheme,,Invasiveness,,,,plic,plic,http://rs.tdwg.org/plic/terms/
2021-04-15T20:25:08-06:00,lifeCycleAtomized,http://rs.tdwg.org/plic/terms/,2021-04-15,2021-04-15,,,,,Atomized Life Cycle,lifeCycle element in structured format.,,,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,,LifeCycle,,,,plic,plic,http://rs.tdwg.org/plic/terms/
2021-04-15T20:25:08-06:00,lifeCycleUnstructured,http://rs.tdwg.org/plic/terms/,2021-04-15,2021-04-15,,,,,Unstructured Life Cycle,lifeCycle element in text block format.,,,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,,LifeCycle,,,,plic,plic,http://rs.tdwg.org/plic/terms/
2021-04-15T20:25:08-06:00,lifeFormAtomized,http://rs.tdwg.org/plic/terms/,2021-04-15,2021-04-15,,,,,Atomized Life Form,lifeCycleForm element in structured format.,,,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,,LifeCycle,,,,plic,plic,http://rs.tdwg.org/plic/terms/
2021-04-15T20:25:08-06:00,lifeFormUnstructured,http://rs.tdwg.org/plic/terms/,2021-04-15,2021-04-15,,,,,Unstructured Life Form,lifeCycleForm element in text block format.,,,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,,LifeCycle,,,,plic,plic,http://rs.tdwg.org/plic/terms/
2021-04-15T20:25:08-06:00,"ancillaryData
",http://rs.tdwg.org/plic/terms/,2021-04-15,2021-04-15,,,,,Ancillary Data,"The AncillaryData element contains information that could be an image, an audio, a list of references, a list of agents, rights, licenses...related with the element that belongs. It`s a redefinition of DataObject element from EOL scheme.

",,,http://www.w3.org/2000/01/rdf-schema#Class,,Metadata,,,,plic,plic,http://rs.tdwg.org/plic/terms/
2021-04-15T20:25:08-06:00,metadata,http://rs.tdwg.org/plic/terms/,2021-04-15,2021-04-15,,,,,metadata,Management: actions aimed at conserving or recovering species / Conservation: undertaken interventions designed to preserve species.,,,http://www.w3.org/2000/01/rdf-schema#Class,,Metadata,,,,plic,plic,http://rs.tdwg.org/plic/terms/
2021-04-15T20:25:08-06:00,TaxonRecord,http://rs.tdwg.org/plic/terms/,2021-04-15,2021-04-15,,,,,Taxon Record,"Container for all elements pertaining a certain view or instance of a taxon, for instance, Festuca glauca Vill. as in Flora iberica, or Panthera onca as in https://enciclovida.mx/especies/34460-panthera-onca",,,http://www.w3.org/2000/01/rdf-schema#Class,,Metadata,,,,plic,plic,http://rs.tdwg.org/plic/terms/
2021-04-15T20:25:08-06:00,Dataset_ID,http://rs.tdwg.org/plic/terms/,2021-04-15,2021-04-15,,,,,Dataset_ID,An identifier for the dataset,,,http://www.w3.org/2000/01/rdf-schema#Class,,Metadata,,,,plic,plic,http://rs.tdwg.org/plic/terms/
2021-04-15T20:25:08-06:00,dateStamp,http://rs.tdwg.org/plic/terms/,2021-04-15,2021-04-15,,,,,dateStamp,The date the metadata document was created or modified,,,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,,Metadata,,,,plic,plic,http://rs.tdwg.org/plic/terms/
2021-04-15T20:25:08-06:00,dataset,http://rs.tdwg.org/plic/terms/,2021-04-15,2021-04-15,,,,,dataset,The dataset element is a wrapper for all other elements relating to a single dataset as defined in eml.xsd (eml/dataset),,https://eml.ecoinformatics.org/schema/,http://www.w3.org/2000/01/rdf-schema#Class,,Metadata,,,,plic,plic,http://rs.tdwg.org/plic/terms/
2021-04-15T20:25:08-06:00,resourceLogoUrl,http://rs.tdwg.org/plic/terms/,2021-04-15,2021-04-15,,,,,resourceLogoUrl,The URI of an icon/logo symbolizing the project,,,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,,Metadata,,,,plic,plic,http://rs.tdwg.org/plic/terms/
2021-04-15T20:25:08-06:00,MigratoryAtomized,http://rs.tdwg.org/plic/terms/,2021-04-15,2021-04-15,,,,,atomized migratory,"The regular, usually seasonal, movement of all or part of an animal population to and from a given area, which can occur in variable periods of time and even involve more than one generation broken down in specific elements ",,,http://www.w3.org/2000/01/rdf-schema#Class,,Migratory,,,,plic,plic,http://rs.tdwg.org/plic/terms/
2021-04-15T20:25:08-06:00,migratoryUnstructured,http://rs.tdwg.org/plic/terms/,2021-04-15,2021-04-15,,,,,unstructured migratory,"The regular, usually seasonal, movement of all or part of an animal population to and from a given area, which can occur in variable periods of time and even involve more than one generation as text block",,,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,,Migratory,,,,plic,plic,http://rs.tdwg.org/plic/terms/
2021-04-15T20:25:08-06:00,Causes,http://rs.tdwg.org/plic/terms/,2021-04-15,2021-04-15,,,,,Causes,Reasons for the species to move from one place to another in a specific lap,,,http://www.w3.org/2004/02/skos/core#ConceptScheme,,Migratory,,yes,,plic,plic,http://rs.tdwg.org/plic/terms/
2021-04-15T20:25:08-06:00,Patterns,http://rs.tdwg.org/plic/terms/,2021-04-15,2021-04-15,,,,,Patterns,Displacement of the species in space,,,http://www.w3.org/2004/02/skos/core#ConceptScheme,,Migratory,,,,plic,plic,http://rs.tdwg.org/plic/terms/
2021-04-15T20:25:08-06:00,Routes,http://rs.tdwg.org/plic/terms/,2021-04-15,2021-04-15,,,,,Routes,Trajectory followed by the species,,,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,,Migratory,,,,plic,plic,http://rs.tdwg.org/plic/terms/
2021-04-15T20:25:08-06:00,Season,http://rs.tdwg.org/plic/terms/,2021-04-15,2021-04-15,,,,,Season,Time of year in which a species migrates.,,,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,,Migratory,,,,plic,plic,http://rs.tdwg.org/plic/terms/
2021-04-15T20:25:08-06:00,MolecularDataAtomized,http://rs.tdwg.org/plic/terms/,2021-04-15,2021-04-15,,,,,atomized molecular data,MolecularData element in structured format,,,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,,MolecularData,,,,plic,plic,http://rs.tdwg.org/plic/terms/
2021-04-15T20:25:08-06:00,MolecularDataUnstructured,http://rs.tdwg.org/plic/terms/,2021-04-15,2021-04-15,,,,,unstructured molecular data,MolecularData as a text block,,,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,,MolecularData,,,,plic,plic,http://rs.tdwg.org/plic/terms/
2021-04-15T20:25:08-06:00,RelatedTo,http://rs.tdwg.org/plic/terms/,2021-04-15,2021-04-15,,,,,RelatedTo,Specifies to which PlinianCore term the information contained under MolecularDataAtomized refers to. The controlled vocabulary is list of content-bearing PlinianCore elements.,,,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,,MolecularData,,,,plic,plic,http://rs.tdwg.org/plic/terms/
2021-04-15T20:25:08-06:00,annualCycles,http://rs.tdwg.org/plic/terms/,2021-04-15,2021-04-15,,,,,Annual Cycle,"Set of changes or events that recurrently take place at the same time of year and are influenced by seasonal and interannual climate variations. Also called phenology, mainly in plants. In the case of migration, it only makes reference to the timing; other data about this are gathered in MigratoryClass.",,"For example: reproduction, flowering, fruiting, emergence of insects, etc.
",http://www.w3.org/2000/01/rdf-schema#Class,,AnnualCycles,,,,plic,plic,http://rs.tdwg.org/plic/terms/
2021-04-15T20:25:08-06:00,behavior,http://rs.tdwg.org/plic/terms/,2021-04-15,2021-04-15,,,,,Behavior,"Responses, reactions or movements made by an organism in a particular situation.",,,http://www.w3.org/2000/01/rdf-schema#Class,,Behavior,,,,plic,plic,http://rs.tdwg.org/plic/terms/
2021-04-15T20:25:08-06:00,behaviorAtomized,http://rs.tdwg.org/plic/terms/,2021-04-15,2021-04-15,,,,,Atomized Behavior,"Responses, reactions or movements made by an organism in a particular situation.

",,,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,,Behavior,,,,plic,plic,http://rs.tdwg.org/plic/terms/
2021-04-15T20:25:08-06:00,behaviorUnstructured,http://rs.tdwg.org/plic/terms/,2021-04-15,2021-04-15,,,,,Unstructured Behavior,"Responses, reactions or movements made by an organism in a particular situation.

",,,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,,Behavior,,,,plic,plic,http://rs.tdwg.org/plic/terms/
2021-04-15T20:25:08-06:00,dispersal,http://rs.tdwg.org/plic/terms/,2021-04-15,2021-04-15,,,,,Dispersal,"The permanent spreading of individuals away from each other not including return. Dispersal determines the range over which genetic mixing occurs, and thus, the degree of homogeneity and inbreeding in a population",,,http://www.w3.org/2000/01/rdf-schema#Class,,Dispersal,,,,plic,plic,http://rs.tdwg.org/plic/terms/
2021-04-15T20:25:08-06:00,interactions,http://rs.tdwg.org/plic/terms/,2021-04-15,2021-04-15,,,,,Interactions,Mutual or reciprocal actions or influences. Relations with products grown and stored by man (plagues) are also included.,,"For example, predation, parasitism, mutualism, etc.",http://www.w3.org/2000/01/rdf-schema#Class,,Interactions,,,,plic,plic,http://rs.tdwg.org/plic/terms/
2021-04-15T20:25:08-06:00,lifeCycle,http://rs.tdwg.org/plic/terms/,2021-04-15,2021-04-15,,,,,Life Cycle,Life history of a living organism: The course of developmental changes in an organism from fertilized zygote to maturity or stages through which an organism passes.,,,http://www.w3.org/2000/01/rdf-schema#Class,,LifeCycle,,,,plic,plic,http://rs.tdwg.org/plic/terms/
2021-04-15T20:25:08-06:00,lifeForm,http://rs.tdwg.org/plic/terms/,2021-04-15,2021-04-15,,,,,Life Form,"General appearance. Characteristic mode of growth or occurrence associated to its environment, particularly for plants. Comprising its size, shape, texture and orientation.",,"Example: tree, shrubs, herbs.",http://www.w3.org/2000/01/rdf-schema#Class,,LifeForm,,,,plic,plic,http://rs.tdwg.org/plic/terms/
2021-04-15T20:25:08-06:00,Migratory,http://rs.tdwg.org/plic/terms/,2021-04-15,2021-04-15,,,,,migratory,"The regular, usually seasonal, movement of all or part of an animal population of and from a given area, which can occur in variable periods of time and even involve more than one generation",,,http://www.w3.org/2000/01/rdf-schema#Class,,Migratory,,,,plic,plic,http://rs.tdwg.org/plic/terms/
2021-04-15T20:25:08-06:00,miscDetails,http://rs.tdwg.org/plic/terms/,2021-04-15,2021-04-15,,,,,miscellaneous details,Miscellaneus: notes attached to the taxon natural history information,,,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,,NaturalHistory,,,,plic,plic,http://rs.tdwg.org/plic/terms/
2021-04-15T20:25:08-06:00,MolecularData,http://rs.tdwg.org/plic/terms/,2021-04-15,2021-04-15,,,,,molecular data,"Information on the chemical structures and biological processes at the molecular level: DNA and proteins sequences, protein structures, expression profiles of genes protein domains, families of genes, mutations, polymorphisms, involvement in disease, ...",,"Undeveloped. Placeholder for connecting with standards developed by specialists. For example, Standards for Data Exchange and Management from Scalalife (http://www.scalalife.eu/content/data)",http://www.w3.org/2000/01/rdf-schema#Class,,NaturalHistory,,,,plic,plic,http://rs.tdwg.org/plic/terms/
2021-04-15T20:25:08-06:00,naturalHistoryUnstructured,http://rs.tdwg.org/plic/terms/,2021-04-15,2021-04-15,,,,,unstructured natural history,NaturalHistory element in text block format,,,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,,NaturalHistory,,,,plic,plic,http://rs.tdwg.org/plic/terms/
2021-04-15T20:25:08-06:00,NomenclatureAndClassificationUnstructured,http://rs.tdwg.org/plic/terms/,2021-04-15,2021-04-15,,,,,Nomenclature and Classification Unstructured,"Information on the taxon's  name, synomyms, nomenclatural status, common names, and taxonomic hierarchy; plus  misc. details and ancillary data",,,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,,NomenclatureAndClassification,,,,plic,plic,http://rs.tdwg.org/plic/terms/
2021-04-15T20:25:08-06:00,Reproduction,http://rs.tdwg.org/plic/terms/,2021-04-15,2021-04-15,,,,,reproduction,All data related to the production of offspring.,,,http://www.w3.org/2000/01/rdf-schema#Class,,Reproduction,,,,plic,plic,http://rs.tdwg.org/plic/terms/
2021-04-15T20:25:08-06:00,ecologicalSignificance,http://rs.tdwg.org/plic/terms/,2021-04-15,2021-04-15,,,,,Ecological Significance,Ecological importance of the taxon. (Placeholder),,,http://www.w3.org/2000/01/rdf-schema#Class,,EcologicalSignificance,,,,plic,plic,http://rs.tdwg.org/plic/terms/
2021-04-15T20:25:08-06:00,environmentalEnvelope,http://rs.tdwg.org/plic/terms/,2021-04-15,2021-04-15,,,,,Environmental Envelope,"Set of environmental conditions within which it is believed that the species can persist; that is, where its environmental requirements can be satisfied",,,http://www.w3.org/2000/01/rdf-schema#Class,,NaturalHistory ,,,,plic,plic,http://rs.tdwg.org/plic/terms/
2021-04-15T20:25:08-06:00,feeding,http://rs.tdwg.org/plic/terms/,2021-04-15,2021-04-15,,,,,Feeding,Information related to the food supply for the development and sustenance of the individual and/or its offspring.,,,http://www.w3.org/2000/01/rdf-schema#Class,,Feeding,,,,plic,plic,http://rs.tdwg.org/plic/terms/
2021-04-15T20:25:08-06:00,hierarchy,http://rs.tdwg.org/plic/terms/,2021-04-15,2021-04-15,,,,,Hierarchy,Hierarchical categories. Modified from Linnean Core.,,Option: fill all or principal ranks and optionally provide keys.,http://www.w3.org/2000/01/rdf-schema#Class,,NomenclatureAndClassification,,,,plic,plic,http://rs.tdwg.org/plic/terms/
2021-04-15T20:25:08-06:00,detailUnstructured,http://rs.tdwg.org/plic/terms/,2021-04-15,2021-04-15,,,,,Detail Unstructured,MiscDetail element in text block format.,,,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,,NomenclatureAndClassification,,,,plic,plic,http://rs.tdwg.org/plic/terms/
2021-04-15T20:25:08-06:00,detailAtomized,http://rs.tdwg.org/plic/terms/,2021-04-15,2021-04-15,,,,,Atomized Detail,MiscDetail element in structured format ,,,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,,NomenclatureAndClassification,,,,plic,plic,http://rs.tdwg.org/plic/terms/
2021-04-15T20:25:08-06:00,synonyms,http://rs.tdwg.org/plic/terms/,2021-04-15,2021-04-15,,,,,synonyms,Different names for this taxon.,,,http://www.w3.org/2000/01/rdf-schema#Class,,NomenclatureAndClassification,,,,plic,plic,http://rs.tdwg.org/plic/terms/
2021-04-15T20:25:08-06:00,PopulationBiologyAtomized,http://rs.tdwg.org/plic/terms/,2021-04-15,2021-04-15,,,,,atomized population biology,Population biology data in structured form,,,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,,DemographyAndThreat,,,,plic,plic,http://rs.tdwg.org/plic/terms/
2021-04-15T20:25:08-06:00,populationBiologyUnstructured,http://rs.tdwg.org/plic/terms/,2021-04-15,2021-04-15,,,,,unstructured population biology,Population biology data as a text block,,,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,,DemographyAndThreat,,,,plic,plic,http://rs.tdwg.org/plic/terms/
2021-04-15T20:25:08-06:00,BirthRate,http://rs.tdwg.org/plic/terms/,2021-04-15,2021-04-15,,,,,Birth rate,Ratio of births to the total number of individuals in a population in a time period,,,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,,DemographyAndThreat,,,,plic,plic,http://rs.tdwg.org/plic/terms/
2021-04-15T20:25:08-06:00,NumberIndividualsPerObservation,http://rs.tdwg.org/plic/terms/,2021-04-15,2021-04-15,,,,,Number individuals per observation,Mean number of individuals per observation event or unit ,,,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,,DemographyAndThreat,,,,plic,plic,http://rs.tdwg.org/plic/terms/
2021-04-15T20:25:08-06:00,AverageDensity,http://rs.tdwg.org/plic/terms/,2021-04-15,2021-04-15,,,,,Average density,Average of the densities obtained for a population,,,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,,DemographyAndThreat,,,,plic,plic,http://rs.tdwg.org/plic/terms/
2021-04-15T20:25:08-06:00,PopulationTrend,http://rs.tdwg.org/plic/terms/,2021-04-15,2021-04-15,,,,,Population trend,"Changes of a population over time and can include changes in  distribution, biogeography (e.g., size of population), life-history (e.g., birth and death rates), etc",,,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,,DemographyAndThreat,,,,plic,plic,http://rs.tdwg.org/plic/terms/
2021-04-15T20:25:08-06:00,Recruitment,http://rs.tdwg.org/plic/terms/,2021-04-15,2021-04-15,,,,,Recruitment,"Information on the process by which young individuals (e.g., seedlings, larvae, propagules) become part of the adult population. It can be rate, scale, a description, etc.",,,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,,DemographyAndThreat,,,,plic,plic,http://rs.tdwg.org/plic/terms/
2021-04-15T20:25:08-06:00,PopulationGrowthRate,http://rs.tdwg.org/plic/terms/,2021-04-15,2021-04-15,,,,,Population growth rate,"Growth rate of a population in a given time period, based on births, deaths, emigration and immigration",,,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,,DemographyAndThreat,,,,plic,plic,http://rs.tdwg.org/plic/terms/
2021-04-15T20:25:08-06:00,Emigration,http://rs.tdwg.org/plic/terms/,2021-04-15,2021-04-15,,,,,Emigration,Information on  individuals leaving a population,,,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,,DemographyAndThreat,,,,plic,plic,http://rs.tdwg.org/plic/terms/
2021-04-15T20:25:08-06:00,Immigration,http://rs.tdwg.org/plic/terms/,2021-04-15,2021-04-15,,,,,Immigration,Information on individuals entering a population,,,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,,DemographyAndThreat,,,,plic,plic,http://rs.tdwg.org/plic/terms/
2021-04-15T20:25:08-06:00,DescriptionLifeStages,http://rs.tdwg.org/plic/terms/,2021-04-15,2021-04-15,,,,,Description life stages,Sex/age categories or life stages of a species; can be size in the case of plants,,,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,,DemographyAndThreat,,,,plic,plic,http://rs.tdwg.org/plic/terms/
2021-04-15T20:25:08-06:00,ProportionIndividualsPerStageLife,http://rs.tdwg.org/plic/terms/,2021-04-15,2021-04-15,,,,,ProportionIndividuals per stage life,Percentage of individuals that belong to each life stage in a population,,,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,,DemographyAndThreat,,,,plic,plic,http://rs.tdwg.org/plic/terms/
2021-04-15T20:25:08-06:00,CarryingCapacity,http://rs.tdwg.org/plic/terms/,2021-04-15,2021-04-15,,,,,Carrying capacity,Maximum population density possible as limited by the resources available for the population in the absence of predators and parasites,,,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,,DemographyAndThreat,,,,plic,plic,http://rs.tdwg.org/plic/terms/
2021-04-15T20:25:08-06:00,AbundanceData,http://rs.tdwg.org/plic/terms/,2021-04-15,2021-04-15,,,,,AbundanceData,The relative representation of a species population in relation to other species or multiple species in a particular territory,,,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,,DemographyAndThreat,,,,plic,plic,http://rs.tdwg.org/plic/terms/
2021-04-15T20:25:08-06:00,DensityData,http://rs.tdwg.org/plic/terms/,2021-04-15,2021-04-15,,,,,DensityData,Population size in relation to a defined space unit,,,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,,DemographyAndThreat,,,,plic,plic,http://rs.tdwg.org/plic/terms/
2021-04-15T20:25:08-06:00,PatternDistribution,http://rs.tdwg.org/plic/terms/,2021-04-15,2021-04-15,,,,,Pattern distribution,The spatial arrangement of the individuals of a population in the territory it occupies,,,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,,DemographyAndThreat,,,,plic,plic,http://rs.tdwg.org/plic/terms/
2021-04-15T20:25:08-06:00,Size,http://rs.tdwg.org/plic/terms/,2021-04-15,2021-04-15,,,,,Size,Number of individual organisms in a population,,,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,,DemographyAndThreat,,,,plic,plic,http://rs.tdwg.org/plic/terms/
2021-04-15T20:25:08-06:00,SexRatio,http://rs.tdwg.org/plic/terms/,2021-04-15,2021-04-15,,,,,SexRatio,Relative number of males to females in a population,,,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,,DemographyAndThreat,,,,plic,plic,http://rs.tdwg.org/plic/terms/
