standar,term_localName,label,definition,usage,notes,type,controlled value string,tdwgutility_organizedInClass,SKOS_inSchema,tdwgutility_repeatable,examples,database,vann_preferredNamespacePrefix,vann_preferredNamespaceUri
plic: terms,lifeFormAtomized,Atomized Life Form,lifeCycleForm element in structured format.,,,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,,LifeCycle,,,,plic,plic,http://rs.tdwg.org/plic/terms/
plic: terms,lifeFormUnstructured,Unstructured Life Form,lifeCycleForm element in text block format.,,,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,,LifeCycle,,,,plic,plic,http://rs.tdwg.org/plic/terms/
plic: terms,"ancillaryData
",Ancillary Data,"The AncillaryData element contains information that could be an image, an audio, a list of references, a list of agents, rights, licenses...related with the element that belongs. It`s a redefinition of DataObject element from EOL scheme.
",,,http://www.w3.org/2000/01/rdf-schema#Class,,Metadata,,,,plic,plic,http://rs.tdwg.org/plic/terms/
plic: terms,Metadata,Metadata,Management: actions aimed at conserving or recovering species / Conservation: undertaken interventions designed to preserve species.,,,http://www.w3.org/2000/01/rdf-schema#Class,,Metadata,,,,plic,plic,http://rs.tdwg.org/plic/terms/
plic: terms,TaxonRecord,Taxon Record,"Container for all elements pertaining a certain view or instance of a taxon, for instance, Festuca glauca Vill. as in Flora iberica, or Panthera onca as in https://enciclovida.mx/especies/34460-panthera-onca.",,,http://www.w3.org/2000/01/rdf-schema#Class,,Metadata,,,,plic,plic,http://rs.tdwg.org/plic/terms/
plic: terms,Dataset_ID,Dataset ID,An identifier for the dataset.,,,http://www.w3.org/2000/01/rdf-schema#Class,,Metadata,,,,plic,plic,http://rs.tdwg.org/plic/terms/
plic: terms,dateStamp,dateStamp,The date the metadata document was created or modified.,,,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,,Metadata,,,,plic,plic,http://rs.tdwg.org/plic/terms/
plic: terms,Dataset,dataset,The dataset element is a wrapper for all other elements relating to a single dataset as defined in eml.xsd (eml/dataset).,,https://eml.ecoinformatics.org/schema/,http://www.w3.org/2000/01/rdf-schema#Class,,Metadata,,,,plic,plic,http://rs.tdwg.org/plic/terms/
plic: terms,resourceLogoUrl,resourceLogoUrl,The URI of an icon/logo symbolizing the project.,,,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,,Metadata,,,,plic,plic,http://rs.tdwg.org/plic/terms/
plic: terms,MigratoryAtomized,atomized migratory,"The regular, usually seasonal, movement of all or part of an animal population to and from a given area, which can occur in variable periods of time and even involve more than one generation broken down in specific elements. ",,,http://www.w3.org/2000/01/rdf-schema#Class,,Migratory,,,,plic,plic,http://rs.tdwg.org/plic/terms/
plic: terms,migratoryUnstructured,unstructured migratory,"The regular, usually seasonal, movement of all or part of an animal population to and from a given area, which can occur in variable periods of time and even involve more than one generation as text block.",,,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,,Migratory,,,,plic,plic,http://rs.tdwg.org/plic/terms/
plic: terms,Causes,Causes,Reasons for the species to move from one place to another in a specific lap.,,,http://www.w3.org/2004/02/skos/core#ConceptScheme,,Migratory,,yes,,plic,plic,http://rs.tdwg.org/plic/terms/
plic: terms,Patterns,Patterns,Displacement of the species in space.,,,http://www.w3.org/2004/02/skos/core#ConceptScheme,,Migratory,,,,plic,plic,http://rs.tdwg.org/plic/terms/
plic: terms,Routes,Routes,Trajectory followed by the species.,,,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,,Migratory,,,,plic,plic,http://rs.tdwg.org/plic/terms/
plic: terms,Season,Season,Time of year in which a species migrates.,,,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,,Migratory,,,,plic,plic,http://rs.tdwg.org/plic/terms/
plic: terms,MolecularDataAtomized,atomized molecular data,MolecularData element in structured format.,,,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,,MolecularData,,,,plic,plic,http://rs.tdwg.org/plic/terms/
plic: terms,MolecularDataUnstructured,unstructured molecular data,MolecularData as a text block.,,,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,,MolecularData,,,,plic,plic,http://rs.tdwg.org/plic/terms/
plic: terms,RelatedTo,RelatedTo,Specifies to which PlinianCore term the information contained under MolecularDataAtomized refers to. The controlled vocabulary is list of content-bearing PlinianCore elements.,,,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,,MolecularData,,,,plic,plic,http://rs.tdwg.org/plic/terms/
plic: terms,AnnualCycles,Annual Cycle,"Set of changes or events that recurrently take place at the same time of year and are influenced by seasonal and interannual climate variations. Also called phenology, mainly in plants. In the case of migration, it only makes reference to the timing; other data about this are gathered in MigratoryClass.",,"For example: reproduction, flowering, fruiting, emergence of insects, etc.
",http://www.w3.org/2000/01/rdf-schema#Class,,AnnualCycles,,,,plic,plic,http://rs.tdwg.org/plic/terms/
plic: terms,Behavior,Behavior,"Responses, reactions or movements made by an organism in a particular situation.",,,http://www.w3.org/2000/01/rdf-schema#Class,,Behavior,,,,plic,plic,http://rs.tdwg.org/plic/terms/
plic: terms,behaviorAtomized,Atomized Behavior,"Responses, reactions or movements made by an organism in a particular situation.

",,,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,,Behavior,,,,plic,plic,http://rs.tdwg.org/plic/terms/
plic: terms,behaviorUnstructured,Unstructured Behavior,"Responses, reactions or movements made by an organism in a particular situation.

",,,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,,Behavior,,,,plic,plic,http://rs.tdwg.org/plic/terms/
plic: terms,Dispersal,Dispersal,"The permanent spreading of individuals away from each other not including return. Dispersal determines the range over which genetic mixing occurs, and thus, the degree of homogeneity and inbreeding in a population.",,,http://www.w3.org/2000/01/rdf-schema#Class,,Dispersal,,,,plic,plic,http://rs.tdwg.org/plic/terms/
plic: terms,Interactions,Interactions,Mutual or reciprocal actions or influences. Relations with products grown and stored by man (plagues) are also included.,,"For example, predation, parasitism, mutualism, etc.",http://www.w3.org/2000/01/rdf-schema#Class,,Interactions,,,,plic,plic,http://rs.tdwg.org/plic/terms/
plic: terms,LifeCycle,Life Cycle,Life history of a living organism: The course of developmental changes in an organism from fertilized zygote to maturity or stages through which an organism passes.,,,http://www.w3.org/2000/01/rdf-schema#Class,,LifeCycle,,,,plic,plic,http://rs.tdwg.org/plic/terms/
plic: terms,LifeForm,Life Form,"General appearance. Characteristic mode of growth or occurrence associated to its environment, particularly for plants. Comprising its size, shape, texture and orientation.",,"Example: tree, shrubs, herbs.",http://www.w3.org/2000/01/rdf-schema#Class,,LifeForm,,,,plic,plic,http://rs.tdwg.org/plic/terms/
plic: terms,Migratory,migratory,"The regular, usually seasonal, movement of all or part of an animal population of and from a given area, which can occur in variable periods of time and even involve more than one generation.",,,http://www.w3.org/2000/01/rdf-schema#Class,,Migratory,,,,plic,plic,http://rs.tdwg.org/plic/terms/
plic: terms,miscDetails,Miscellaneous Details,Miscellaneus: notes attached to the taxon natural history information.,,,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,,NaturalHistory,,,,plic,plic,http://rs.tdwg.org/plic/terms/
plic: terms,MolecularData,molecular data,"Information on the chemical structures and biological processes at the molecular level: DNA and proteins sequences, protein structures, expression profiles of genes protein domains, families of genes, mutations, polymorphisms, involvement in disease, ...",,"Undeveloped. Placeholder for connecting with standards developed by specialists. For example, Standards for Data Exchange and Management from Scalalife (http://www.scalalife.eu/content/data)",http://www.w3.org/2000/01/rdf-schema#Class,,MolecularData,,,,plic,plic,http://rs.tdwg.org/plic/terms/
plic: terms,NaturalHistoryUnstructured,Natural History Unstructured,"NaturalHistory element in text block format. This term is an unstructured alternative that may fit in an structured way in terms under the following categories:  TaxonomicDescription, LifeForm, LifeCycle, Reproduction, AnnualCycles, Feeding, Dispersal, Behavior, Interactions, MolecularData, Migratory, EcologicalSignificance, MiscDetails, EnvironmentalEnvelope.",,,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,,NaturalHistory,,,,plic,plic,http://rs.tdwg.org/plic/terms/
plic: terms,NomenclatureAndClassificationUnstructured,Nomenclature and Classification Unstructured,"Information on the taxon's  name, synomyms, nomenclatural status, common names, and taxonomic hierarchy; plus  misc. details and ancillary data.",,,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,,NomenclatureAndClassification,,,,plic,plic,http://rs.tdwg.org/plic/terms/
plic: terms,Reproduction,reproduction,All data related to the production of offspring.,,,http://www.w3.org/2000/01/rdf-schema#Class,,Reproduction,,,,plic,plic,http://rs.tdwg.org/plic/terms/
plic: terms,EcologicalSignificance,Ecological Significance,Ecological importance of the taxon. (Placeholder).,,,http://www.w3.org/2000/01/rdf-schema#Class,,EcologicalSignificance,,,,plic,plic,http://rs.tdwg.org/plic/terms/
plic: terms,environmentalEnvelope,Environmental Envelope,"Set of environmental conditions within which it is believed that the species can persist; that is, where its environmental requirements can be satisfied.",,,http://www.w3.org/2000/01/rdf-schema#Class,,EnvironmentalEnvelope,,,,plic,plic,http://rs.tdwg.org/plic/terms/
plic: terms,Feeding,Feeding,Information related to the food supply for the development and sustenance of the individual and/or its offspring.,,,http://www.w3.org/2000/01/rdf-schema#Class,,Feeding,,,,plic,plic,http://rs.tdwg.org/plic/terms/
plic: terms,Hierarchy,Hierarchy,Hierarchical categories. Modified from Linnean Core.,,Option: fill all or principal ranks and optionally provide keys.,http://www.w3.org/2000/01/rdf-schema#Class,,NomenclatureAndClassification,,,,plic,plic,http://rs.tdwg.org/plic/terms/
plic: terms,detailUnstructured,Detail Unstructured,MiscDetail element in text block format.,,,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,,NomenclatureAndClassification,,,,plic,plic,http://rs.tdwg.org/plic/terms/
plic: terms,detailAtomized,Atomized Detail,MiscDetail element in structured format.,,,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,,NomenclatureAndClassification,,,,plic,plic,http://rs.tdwg.org/plic/terms/
plic: terms,synonyms,synonyms,Different names for this taxon.,,,http://www.w3.org/2000/01/rdf-schema#Class,,NomenclatureAndClassification,,,,plic,plic,http://rs.tdwg.org/plic/terms/
plic: terms,PopulationBiologyAtomized,atomized population biology,Population biology data in structured form.,,,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,,DemographyAndThreat,,,,plic,plic,http://rs.tdwg.org/plic/terms/
plic: terms,populationBiologyUnstructured,unstructured population biology,Population biology data as a text block.,,,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,,DemographyAndThreat,,,,plic,plic,http://rs.tdwg.org/plic/terms/
plic: terms,BirthRate,Birth rate,Ratio of births to the total number of individuals in a population in a time period.,,,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,,DemographyAndThreat,,,,plic,plic,http://rs.tdwg.org/plic/terms/
plic: terms,NumberIndividualsPerObservation,Number individuals per observation,Mean number of individuals per observation event or unit.,,,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,,DemographyAndThreat,,,,plic,plic,http://rs.tdwg.org/plic/terms/
plic: terms,AverageDensity,Average density,Average of the densities obtained for a population.,,,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,,DemographyAndThreat,,,,plic,plic,http://rs.tdwg.org/plic/terms/
plic: terms,PopulationTrend,Population trend,"Changes of a population over time and can include changes in  distribution, biogeography (e.g., size of population), life-history (e.g., birth and death rates), etc.",,,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,,DemographyAndThreat,,,,plic,plic,http://rs.tdwg.org/plic/terms/
plic: terms,Recruitment,Recruitment,"Information on the process by which young individuals (e.g., seedlings, larvae, propagules) become part of the adult population. It can be rate, scale, a description, etc.",,,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,,DemographyAndThreat,,,,plic,plic,http://rs.tdwg.org/plic/terms/
plic: terms,PopulationGrowthRate,Population growth rate,"Growth rate of a population in a given time period, based on births, deaths, emigration and immigration.",,,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,,DemographyAndThreat,,,,plic,plic,http://rs.tdwg.org/plic/terms/
plic: terms,Emigration,Emigration,Information on  individuals leaving a population.,,,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,,DemographyAndThreat,,,,plic,plic,http://rs.tdwg.org/plic/terms/
plic: terms,Immigration,Immigration,Information on individuals entering a population.,,,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,,DemographyAndThreat,,,,plic,plic,http://rs.tdwg.org/plic/terms/
plic: terms,DescriptionLifeStages,Description life stages,Sex/age categories or life stages of a species; can be size in the case of plants.,,,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,,DemographyAndThreat,,,,plic,plic,http://rs.tdwg.org/plic/terms/
plic: terms,ProportionIndividualsPerStageLife,ProportionIndividuals per stage life,Percentage of individuals that belong to each life stage in a population.,,,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,,DemographyAndThreat,,,,plic,plic,http://rs.tdwg.org/plic/terms/
plic: terms,CarryingCapacity,Carrying capacity,Maximum population density possible as limited by the resources available for the population in the absence of predators and parasites.,,,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,,DemographyAndThreat,,,,plic,plic,http://rs.tdwg.org/plic/terms/
plic: terms,AbundanceData,AbundanceData,The relative representation of a species population in relation to other species or multiple species in a particular territory.,,,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,,DemographyAndThreat,,,,plic,plic,http://rs.tdwg.org/plic/terms/
plic: terms,DensityData,DensityData,Population size in relation to a defined space unit.,,,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,,DemographyAndThreat,,,,plic,plic,http://rs.tdwg.org/plic/terms/
plic: terms,PatternDistribution,Pattern distribution,The spatial arrangement of the individuals of a population in the territory it occupies.,,,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,,DemographyAndThreat,,,,plic,plic,http://rs.tdwg.org/plic/terms/
plic: terms,Size,Size,Number of individual organisms in a population.,,,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,,DemographyAndThreat,,,,plic,plic,http://rs.tdwg.org/plic/terms/
plic: terms,SexRatio,SexRatio,Relative number of males to females in a population.,,,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,,DemographyAndThreat,,,,plic,plic,http://rs.tdwg.org/plic/terms/
plic: terms,Fecundity,Fecundity,"In the context of a population, is the combined maximum potential of its individuals to produce offspring.",,,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,,DemographyAndThreat,,,,plic,plic,http://rs.tdwg.org/plic/terms/
plic: terms,MortalityRate,Mortality rate,Probability of dying; the ratio between the number of deaths in a given time interval to the number of subjects alive at the start of this interval.,,,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,,DemographyAndThreat,,,,plic,plic,http://rs.tdwg.org/plic/terms/
plic: terms,audiencesUnstructured,Unstructured Audiences,List audience codes separated by means of comma or /.,,,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,,Metadata,,,,plic,plic,http://rs.tdwg.org/plic/terms/
plic: terms,language,Language,"The language of the taxon record, according to ISO 639.",,,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,,Metadata,,,,plic,plic,http://rs.tdwg.org/plic/terms/
plic: terms,Revision,Revision,"Creators, revision status and dates of the record.",,,http://www.w3.org/2000/01/rdf-schema#Class,,Metadata,,,,plic,plic,http://rs.tdwg.org/plic/terms/
plic: terms,reproductionAtomized,atomized reproduction,Reproduction element in structured format.,,,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,,Reproduction,,,,plic,plic,http://rs.tdwg.org/plic/terms/
plic: terms,reproductionUnstructured,unstructured reproduction,Reproduction element in text block format.,,,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,,Reproduction,,,,plic,plic,http://rs.tdwg.org/plic/terms/
plic: terms,interactionUnstructured,Unstructured Interaction,interaction element in text block format.,,,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,,Interactions,,,,plic,plic,http://rs.tdwg.org/plic/terms/
plic: terms,synonymsAtomized,atomized synonyms,list of synonyms in a structured format.,,tsc:ScientificName,http://www.w3.org/2000/01/rdf-schema#Class,,NomenclatureAndClassification,,,,plic,plic,http://rs.tdwg.org/plic/terms/
plic: terms,synonymsAtomizedType,synonyms Atomized Type,Type for atomized synonyms.,,"Los ""Type"" los eliminamos ¿no? (FP)",http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,,NomenclatureAndClassification,,,,plic,plic,http://rs.tdwg.org/plic/terms/
plic: terms,synonymsType,synonyms type,"A type of sequence of sequences of zero or more Atomized and Unstructured synonyms, each one with their optional ancillary data.",,"Los ""Type"" los eliminamos ¿no? (FP)",http://www.w3.org/2000/01/rdf-schema#Class,,NomenclatureAndClassification,,,,plic,plic,http://rs.tdwg.org/plic/terms/
plic: terms,synonymsUnstructured,unstructured synonyms,list of synonyms elements in a text block format.,,,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,,NomenclatureAndClassification,,,,plic,plic,http://rs.tdwg.org/plic/terms/
plic: terms,SynonymName ,Synonym name ,Scientific name of the synonym.,,"tcs: ScientificName. An object that represents a single scientific biological name that either is, or appears to be, governed by one of the biological codes of nomenclature. These are not taxa. Taxa, whether accepted or not, are represented by TaxonConcept objects. Vernacular names are also dealt with under taxon concepts",http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,,NomenclatureAndClassification,,,,plic,plic,http://rs.tdwg.org/plic/terms/
plic: terms,SynonymStatus,Synonym status,Nomenclatural Status,,dc:nomenclaturalStatus. http://rs.tdwg.org/dwc/terms/index.htm#nomenclaturalStatus,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,,NomenclatureAndClassification,,,,plic,plic,http://rs.tdwg.org/plic/terms/
plic: terms,targetAudiences,target audiences,"Type of sequence of sequences of zero or more Atomized and Unstructured synonyms, each one with their optional ancillary data.","Biodiversity researchers, teachers and students, decision makers, professionals from another areas and general public.",,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,,NomenclatureAndClassification,,,,plic,plic,http://rs.tdwg.org/plic/terms/
plic: terms,Audience,Audience,Repetitive concept where the target audiences are written one by one.,,Predetermined list: 01. Expert (High). 02. Knowledgeable (Medium). 03. General (Low).,http://www.w3.org/2004/02/skos/core#ConceptScheme,,Metadata,,,,plic,plic,http://rs.tdwg.org/plic/terms/
plic: terms,Keys,Keys,Dichotomic or multi-access key.,,,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,,TaxonomicDescription,,,,plic,plic,http://rs.tdwg.org/plic/terms/
plic: terms,keys,Keys,Dichotomic or multientrance keys.,,,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,,TaxonomicDescription,,,,plic,plic,http://rs.tdwg.org/plic/terms/
plic: terms,fullDescriptionAtomized,Atomized Full Description,fullDescription element in structured format.,,,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,,TaxonomicDescription,,,,plic,plic,http://rs.tdwg.org/plic/terms/
plic: terms,fullDescriptionUnstructured,Unstructured Full Description,fullDescription element in text block format.,,,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,,TaxonomicDescription,,,,plic,plic,http://rs.tdwg.org/plic/terms/
plic: terms,briefDescription,Brief Description,"Brief description which reflect only the diagnostic characters, i.e. those that distinguish a taxon from other related or close taxa.",,,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,,TaxonomicDescription,,,,plic,plic,http://rs.tdwg.org/plic/terms/
plic: terms,FullDescription,Full Description,"Complete and detailed account of the taxonomic and systematic characters, i.e. those that define and allow to recognize an organism.",,,http://www.w3.org/2000/01/rdf-schema#Class,,TaxonomicDescription,,,,plic,plic,http://rs.tdwg.org/plic/terms/
plic: terms,taxonomicDescriptionUnstructured,unstructured taxonomic description,TaxonomicDescription element in text block format.,,,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,,TaxonomicDescription,,,,plic,plic,http://rs.tdwg.org/plic/terms/
plic: terms,BaseElements,Base Elements,Basic information to identify the record.,,,http://www.w3.org/2000/01/rdf-schema#Class,,Metadata,,,,plic,plic,http://rs.tdwg.org/plic/terms/
plic: terms,demographyAndThreat,Demography And Threat,"Information concerning the demographic aspects of the species, as well as the conservation status.",,,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,,DemographyAndThreat,,,,plic,plic,http://rs.tdwg.org/plic/terms/
plic: terms,HabitatAndDistribution,Habitat And Distribution,Distribution of the species.,,,http://www.w3.org/2000/01/rdf-schema#Class,,HabitatAndDistribution,,,,plic,plic,http://rs.tdwg.org/plic/terms/
plic: terms,IdentificationKeys,Identification Keys,"Tool for the identification of organisms, comprising a series of steps, each of which represents a question about one or more characters of the organism. Each step offers multiple alternatives, choosing one of them will lead us to the next step until ending, finally, in the name of the organism.",,"Most printed keys have only two alternatives, so called dichotomous keys. A taxon includes a key or an identification of key in the subordinate taxons. If we are in a register of a genre, this register would include the keys of the species that this register includes, and if itÂ´s one specie, then it would include the key of the infraspecific rank (For plants: subspecies, variety forms)",http://www.w3.org/2000/01/rdf-schema#Class,,TaxonomicDescription,,,,plic,plic,http://rs.tdwg.org/plic/terms/
plic: terms,Invasiveness,Invasiveness,"Information about invasive exotic species that could threaten to ecosystem, habitats and species.",,,http://www.w3.org/2000/01/rdf-schema#Class,,Invasiveness,,,,plic,plic,http://rs.tdwg.org/plic/terms/
plic: terms,NaturalHistory,Natural History,"Relevant descriptive information about the species: Life Form, Life Cycle, Reproduction, Annual Cycles, Feeding, Dispersal, Behavior, Interactions, Molecular Data, Migratory, Ecological Significance, Miscellaneous Details, Environmental Envelope and Ancillary Data.",,,http://www.w3.org/2000/01/rdf-schema#Class,,NaturalHistory,,,,plic,plic,http://rs.tdwg.org/plic/terms/
plic: terms,RecordMetadata,Record Metadata,"This element includes the information about the Version, Revision,the language and target audiences of the Taxon Record.",,,http://www.w3.org/2000/01/rdf-schema#Class,,Metadata,,,,plic,plic,http://rs.tdwg.org/plic/terms/
plic: terms,taxonomicalDescription,taxonomic description,Description of Taxon.,,"Description of Taxon: Brief description, Full description, Identification keys and Ancillary Data",http://www.w3.org/2000/01/rdf-schema#Class,,TaxonomicDescription,,,,plic,plic,http://rs.tdwg.org/plic/terms/
plic: terms,territoryUnstructured,unstructured territory,"Information associated mostly to vertebrates, referring to the territorial extension of the individual or group in terms of its activities (feeding, mating, etc.). As a text block.",,,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,,DemographyAndThreat,,,,plic,plic,http://rs.tdwg.org/plic/terms/
plic: terms,ExtentOfOccurrence,Extent of occurrence,"Area contained within the shortest continuous imaginary boundary which can be drawn to encompass all the known, inferred or projected sites of present occurrence of a taxon, excluding cases of vagrancy.",,,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,,DemographyAndThreat,,,,plic,plic,http://rs.tdwg.org/plic/terms/
plic: terms,AreaOfOccupancy,Area of occupancy,"Area within its 'extent of occurrence' (see EOO) which is occupied by a taxon, excluding cases of vagrancy. The measure reflects the fact that a taxon will not usually occur throughout the area of its extent of occurrence, which may contain unsuitable or unoccupied habitats.",,,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,,DemographyAndThreat,,,,plic,plic,http://rs.tdwg.org/plic/terms/
plic: terms,DirectThreats,Direct Threats,"Direct threats are the proximate human activities or processes that have caused, are causing, or may cause the destruction, degradation, and/or impairment of biodiversity targets. Direct threats are synonymous with sources of stress and proximate pressures.",,"Examples: unsustainable fishing or logging. Threats can be past (historical), ongoing, and/or likely to occur in the future.",http://www.w3.org/2000/01/rdf-schema#Class,,DemographyAndThreat,,,,plic,plic,http://rs.tdwg.org/plic/terms/
plic: terms,DirectThreatAtomized,Atomized Direct Threat,"directThreats element in structured format.
",,,http://www.w3.org/2000/01/rdf-schema#Class,,DemographyAndThreat,,,,plic,plic,http://rs.tdwg.org/plic/terms/
plic: terms,directThreatUnstructured,Unstructured Direct Threat,directThreats element in text block format.,,,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,,DemographyAndThreat,,,,plic,plic,http://rs.tdwg.org/plic/terms/
plic: terms,threatStatusUnstructured,unstructured threat status,Information about the status of the taxon.As a text block.,,,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,,DemographyAndThreat,,,,plic,plic,http://rs.tdwg.org/plic/terms/
plic: terms,threatStatusAtomized,threat Status Atomized,ThreatStatus element in structured format.,,,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,,DemographyAndThreat,,,,plic,plic,http://rs.tdwg.org/plic/terms/
plic: terms,ThreatCategory,Threat category,Description of the conservation status.,,,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,,DemographyAndThreat,,,,plic,plic,http://rs.tdwg.org/plic/terms/
plic: terms,Authority,Authority,Organism or institution that assess the status.,,,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,,DemographyAndThreat,,,,plic,plic,http://rs.tdwg.org/plic/terms/
plic: terms,AppliesTo,Applies to,Location where the status is used.,,,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,,DemographyAndThreat,,,,plic,plic,http://rs.tdwg.org/plic/terms/
plic: terms,Strategy,Trophic Strategy,"Tactic used to obtain energy or nutrients. A controlled vocabulary is 
recommended. e.g. Chemosynthetic organisms,Photosynthetic 
organisms,Parasites,Decomposers,Suspension feeders,Substrate feeders, 
Grazers,Fluid-feeders,Predators...",,,http://www.w3.org/2004/02/skos/core#ConceptScheme,,Feeding,,,,plic,plic,http://rs.tdwg.org/plic/terms/
plic: terms,StrategyRemarks,Trophic Strategy Remarks,Information notes about specific feeding strategies.,,,http://www.w3.org/2004/02/skos/core#ConceptScheme,,Feeding,,,,plic,plic,http://rs.tdwg.org/plic/terms/
plic: terms,UsesAtomized,Atomized Uses,"Ways in which species are utilized by people, including Folklore. Also applied to Animals and Fungi.",,,http://www.w3.org/2000/01/rdf-schema#Class,,UsesManagementAndConservation,,,,plic,plic,http://rs.tdwg.org/plic/terms/
plic: terms,UsesUnstructured,Unstructured Uses,Uses in a unstructured format.,,,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,,UsesManagementAndConservation,,,,plic,plic,http://rs.tdwg.org/plic/terms/
plic: terms,SourceOfInformation,Source of Information,"Where does the observation come from? Reference citations should be given. Where appropriate, voucher specimen details should be provided (collector, number, date, herbarium) as well as details of the recorded informant (name, gender, approximate age, occupation, ethnic identity, locality and spoken language).",,,http://www.w3.org/2000/01/rdf-schema#Class,,UsesManagementAndConservation,,,,plic,plic,http://rs.tdwg.org/plic/terms/
plic: terms,Use-Value,Use-Value,"What is the plant used for, or what negative values does it have.",,,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,,UsesManagementAndConservation,,,,plic,plic,http://rs.tdwg.org/plic/terms/
plic: terms,PartUsed,Part Used,"Acc. TDWG Economic Botany. Which plant parts are used, or have any negative values.",,,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,,UsesManagementAndConservation,,,,plic,plic,http://rs.tdwg.org/plic/terms/
plic: terms,Users,Users,Acc. TDWG Economic Botany. The user group who recognizes the value and/or use of the plant.,,,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,,UsesManagementAndConservation,,,,plic,plic,http://rs.tdwg.org/plic/terms/
plic: terms,Organisms,Organisms,Acc. TDWG Economic Botany. Organisms which use the plant/plant parts.,,,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,,UsesManagementAndConservation,,,,plic,plic,http://rs.tdwg.org/plic/terms/
