document_modified,version,versionLocalName,version_isDefinedBy,version_issued,version_status,replaces_version,replaces1_version,replaces2_version,label,definition,usage,notes,type,controlled value string,tdwgutility_organizedInClass,SKOS_inSchema,tdwgutility_repeatable,examples,database,vann_preferredNamespacePrefix,vann_preferredNamespaceUri,term_localName
2021-02-23T21:15:57-06:00,http://rs.tdwg.org/plic/terms/version/country-2021-02-23,country-2021-02-23,http://rs.tdwg.org/plic/terms/version/,2021-02-23,recommended,,,,Country,"The name of the country or major administrative unit in which the Location occurs.
",,"It is recommended to use a controlled vocabulary such as the Getty Thesaurus of Geographic Names.
","http://www.w3.org/1999/02/22-rdf-syntax-ns#Property

",,DistributionAtomized,,,,plic,plic,http://rs.tdwg.org/plic/terms/,country
2021-02-23T21:15:57-06:00,http://rs.tdwg.org/plic/terms/version/stateProvince-2021-02-23,stateProvince-2021-02-23,http://rs.tdwg.org/plic/terms/version/,2021-02-23,recommended,,,,State Province ,"The name of the next smaller administrative region than country (state, 
province, canton, department, region, etc.) in which the Location 
occurs.",,,"http://www.w3.org/1999/02/22-rdf-syntax-ns#Property

",,DistributionAtomized,,,,plic,plic,http://rs.tdwg.org/plic/terms/,stateProvince
2021-02-23T21:15:57-06:00,http://rs.tdwg.org/plic/terms/version/county-2021-02-23,county-2021-02-23,http://rs.tdwg.org/plic/terms/version/,2021-02-23,recommended,,,,County,"The full, unabbreviated name of the next smaller administrative region 
than stateProvince (county, shire, department, etc.) in which the 
Location occurs.",,,"http://www.w3.org/1999/02/22-rdf-syntax-ns#Property

",,DistributionAtomized,,,,plic,plic,http://rs.tdwg.org/plic/terms/,county
2021-02-23T21:15:57-06:00,http://rs.tdwg.org/plic/terms/version/municipality-2021-02-23,municipality-2021-02-23,http://rs.tdwg.org/plic/terms/version/,2021-02-23,recommended,,,,Municipality ,"The full, unabbreviated name of the next smaller administrative region than county (city, municipality, etc.) in which the Location occurs. Do not use this term for a nearby named place that does not contain the actual location.
",,,"http://www.w3.org/1999/02/22-rdf-syntax-ns#Property

",,DistributionAtomized,,,,plic,plic,http://rs.tdwg.org/plic/terms/,municipality
2021-02-23T21:15:57-06:00,http://rs.tdwg.org/plic/terms/version/locality-2021-02-23,locality-2021-02-23,http://rs.tdwg.org/plic/terms/version/,2021-02-23,recommended,,,,Locality,"The specific description of the place. Less specific geographic information can be provided in other geographic terms (higherGeography, continent, country, stateProvince, county, municipality, waterBody, island, islandGroup). This term may contain information modified from the original to correct perceived errors or standardize the description.
",,,"http://www.w3.org/1999/02/22-rdf-syntax-ns#Property

",,DistributionAtomized,,,,plic,plic,http://rs.tdwg.org/plic/terms/,locality
2021-02-23T21:15:57-06:00,http://rs.tdwg.org/plic/terms/version/ecologicalSignificance-2021-02-23,ecologicalSignificance-2021-02-23,http://rs.tdwg.org/plic/terms/version/,2021-02-23,recommended,,,,Ecological Significance,Ecological importance of the taxon. (Placeholder),,,http://www.w3.org/2000/01/rdf-schema#Class,,NaturalHistory ,,,,plic,plic,http://rs.tdwg.org/plic/terms/,ecologicalSignificance
2021-02-23T21:15:57-06:00,http://rs.tdwg.org/plic/terms/version/ecologicalSignificanceAtomized-2021-02-23,ecologicalSignificanceAtomized-2021-02-23,http://rs.tdwg.org/plic/terms/version/,2021-02-23,recommended,,,,Atomized Ecological Significance,Ecological Significance element in structured format.,,,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,,EcologicalSignificance,,,,plic,plic,http://rs.tdwg.org/plic/terms/,ecologicalSignificanceAtomized
2021-02-23T21:15:57-06:00,http://rs.tdwg.org/plic/terms/version/ecologicalSignificanceUnstructured-2021-02-23,ecologicalSignificanceUnstructured-2021-02-23,http://rs.tdwg.org/plic/terms/version/,2021-02-23,recommended,,,,Unstructured Ecological Significance,Ecological Significance element in text block format.,,,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,,EcologicalSignificance,,,,plic,plic,http://rs.tdwg.org/plic/terms/,ecologicalSignificanceUnstructured
2021-02-23T21:15:57-06:00,http://rs.tdwg.org/plic/terms/version/endemic-2021-02-23,endemic-2021-02-23,http://rs.tdwg.org/plic/terms/version/,2021-02-23,recommended,,,,Endemic,Ecological importance of the taxon. (Placeholder),,,http://www.w3.org/2000/01/rdf-schema#Class,,Habitat and Distribution,,,,plic,plic,http://rs.tdwg.org/plic/terms/,endemic
2021-02-23T21:15:57-06:00,http://rs.tdwg.org/plic/terms/version/endemicAtomized-2021-02-23,endemicAtomized-2021-02-23,http://rs.tdwg.org/plic/terms/version/,2021-02-23,recommended,,,,Atomized Endemic,List of areas structured and categorized by territories in which the endemic species appears (EndemicTo) in relation to a wider area (EndemicIn) given as geographical context.,,,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,,EndemicType,,,,plic,plic,http://rs.tdwg.org/plic/terms/,endemicAtomized
2021-02-23T21:15:57-06:00,http://rs.tdwg.org/plic/terms/version/EndemicTo-2021-02-23,EndemicTo-2021-02-23,http://rs.tdwg.org/plic/terms/version/,2021-02-23,recommended,,,,Endemic To,A territory in which an endemic species appear. A controlled vocabulary is recommended. The term may go from local to above-country levels.,,"Examples: Giant panda (Ailuropoda melanoleuca (David, 1869) endemic to China. Quetzal Resplendent (Pharomachrus mocinno de la Llave, 1832) endemic to Mexico, Guatemala, Honduras, El Salvador, Nicaragua, Costa Rica and Panama.",http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,,EndemicType,,,,plic,plic,http://rs.tdwg.org/plic/terms/,EndemicTo
2021-02-23T21:15:57-06:00,http://rs.tdwg.org/plic/terms/version/EndemicIn-2021-02-23,EndemicIn-2021-02-23,http://rs.tdwg.org/plic/terms/version/,2021-02-23,recommended,,,,Endemic In,The area that works as a context for specifying endemic areas of a species. A controlled vocabulary is recommended. The term may go from local to above-country levels.,,"If not specified, the Earth as a whole is assumed as the geographical context. Examples:  Vicuña (Vicugna vicugna Molina, 1782) endemic to the Andean region **in South America**. Manzanilla Real (Artemisia granatensis Boiss.) endemic in the peaks of Sierra Nevada (**in Spain**).",http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,,EndemicType,,,,plic,plic,http://rs.tdwg.org/plic/terms/,EndemicIn
2021-02-23T21:15:57-06:00,http://rs.tdwg.org/plic/terms/version/endemicUnstructured-2021-02-23,endemicUnstructured-2021-02-23,http://rs.tdwg.org/plic/terms/version/,2021-02-23,recommended,,,,Unstructured Endemic,Information on the endemicity of a species as a text block.,,,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,,EndemicType,,,,plic,plic,http://rs.tdwg.org/plic/terms/,endemicUnstructured
2021-02-23T21:15:57-06:00,http://rs.tdwg.org/plic/terms/version/environmentalEnvelope-2021-02-23,environmentalEnvelope-2021-02-23,http://rs.tdwg.org/plic/terms/version/,2021-02-23,recommended,,,,Environmental Envelope,"Set of environmental conditions within which it is believed that the species can persist; that is, where its environmental requirements can be satisfied",,,http://www.w3.org/2000/01/rdf-schema#Class,,NaturalHistory ,,,,plic,plic,http://rs.tdwg.org/plic/terms/,environmentalEnvelope
2021-02-23T21:15:57-06:00,http://rs.tdwg.org/plic/terms/version/environmentalEnvelopeAtomized-2021-02-23,environmentalEnvelopeAtomized-2021-02-23,http://rs.tdwg.org/plic/terms/version/,2021-02-23,recommended,,,,Atomized Environmental Envelope,Environmental envelope of a species expressed as an enumeration of measures and parameters.,,,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,,EnvironmentalEnvelopeType,,,,plic,plic,http://rs.tdwg.org/plic/terms/,environmentalEnvelopeAtomized
2021-02-23T21:15:57-06:00,http://rs.tdwg.org/plic/terms/version/environmentalEnvelopeUnstructured-2021-02-23,environmentalEnvelopeUnstructured-2021-02-23,http://rs.tdwg.org/plic/terms/version/,2021-02-23,recommended,,,,Unstructured Environmental Envelope,environmentalEnvelopeas a a text block,,,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,,EnvironmentalEnvelopeType,,,,plic,plic,http://rs.tdwg.org/plic/terms/,environmentalEnvelopeUnstructured
2021-02-23T21:15:57-06:00,http://rs.tdwg.org/plic/terms/version/feeding-2021-02-23,feeding-2021-02-23,http://rs.tdwg.org/plic/terms/version/,2021-02-23,recommended,,,,Feeding,Information related to the food supply for the development and sustenance of the individual and/or its offspring.,,,http://www.w3.org/2000/01/rdf-schema#Class,,NaturalHistory ,,,,plic,plic,http://rs.tdwg.org/plic/terms/,feeding
2021-02-23T21:15:57-06:00,http://rs.tdwg.org/plic/terms/version/feedingAtomized-2021-02-23,feedingAtomized-2021-02-23,http://rs.tdwg.org/plic/terms/version/,2021-02-23,recommended,,,,Atomized Feeding,feeding elemento in structured format,,,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,,FeedingType,,,,plic,plic,http://rs.tdwg.org/plic/terms/,feedingAtomized
2021-02-23T21:15:57-06:00,http://rs.tdwg.org/plic/terms/version/feedingUnstructured-2021-02-23,feedingUnstructured-2021-02-23,http://rs.tdwg.org/plic/terms/version/,2021-02-23,recommended,,,,Unstructured Feeding,feeding element in text block format,,,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,,FeedingType,,,,plic,plic,http://rs.tdwg.org/plic/terms/,feedingUnstructured
2021-02-23T21:15:57-06:00,http://rs.tdwg.org/plic/terms/version/Type-2021-02-23,Type-2021-02-23,http://rs.tdwg.org/plic/terms/version/,2021-02-23,recommended,,,,Type,Primary diet source. A controlled vocabulary is recommended.,,,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,,DispersalAtomized,,,,plic,plic,http://rs.tdwg.org/plic/terms/,Type
2021-02-23T21:15:57-06:00,http://rs.tdwg.org/plic/terms/version/Strategy-2021-02-23,Strategy-2021-02-23,http://rs.tdwg.org/plic/terms/version/,2021-02-23,recommended,,,,Trophic Strategy,"Tactic used to obtain energy or nutrients. A controlled vocabulary is 
recommended. e.g. Chemosynthetic organisms,Photosynthetic 
organisms,Parasites,Decomposers,Suspension feeders,Substrate feeders, 
Grazers,Fluid-feeders,Predators...",,,http://www.w3.org/2004/02/skos/core#ConceptScheme,,Trophic,,,,plic,plic,http://rs.tdwg.org/plic/terms/,Strategy
2021-02-23T21:15:57-06:00,http://rs.tdwg.org/plic/terms/version/Strategy01-2021-02-23,Strategy01-2021-02-23,http://rs.tdwg.org/plic/terms/version/,2021-02-23,recommended,,,,Chemosynthetic,Chemosynthetic,,,http://www.w3.org/2004/02/skos/core#Concept,Chemosynthetic,,Strategy,,,plic,plic,http://rs.tdwg.org/plic/terms/,Strategy01
2021-02-23T21:15:57-06:00,http://rs.tdwg.org/plic/terms/version/Strategy02-2021-02-23,Strategy02-2021-02-23,http://rs.tdwg.org/plic/terms/version/,2021-02-23,recommended,,,,Photosynthetic,Photosynthetic,,,http://www.w3.org/2004/02/skos/core#Concept,Photosynthetic,,Strategy,,,plic,plic,http://rs.tdwg.org/plic/terms/,Strategy02
2021-02-23T21:15:57-06:00,http://rs.tdwg.org/plic/terms/version/Strategy03-2021-02-23,Strategy03-2021-02-23,http://rs.tdwg.org/plic/terms/version/,2021-02-23,recommended,,,,Vermin,Vermin,,,http://www.w3.org/2004/02/skos/core#Concept,Vermin,,Strategy,,,plic,plic,http://rs.tdwg.org/plic/terms/,Strategy03
2021-02-23T21:15:57-06:00,http://rs.tdwg.org/plic/terms/version/Strategy04-2021-02-23,Strategy04-2021-02-23,http://rs.tdwg.org/plic/terms/version/,2021-02-23,recommended,,,,Decomposers,Decomposers,,,http://www.w3.org/2004/02/skos/core#Concept,Decomposers,,Strategy,,,plic,plic,http://rs.tdwg.org/plic/terms/,Strategy04
2021-02-23T21:15:57-06:00,http://rs.tdwg.org/plic/terms/version/Strategy05-2021-02-23,Strategy05-2021-02-23,http://rs.tdwg.org/plic/terms/version/,2021-02-23,recommended,,,,Filter Feeders,Filter Feeders,,,http://www.w3.org/2004/02/skos/core#Concept,FilterFeeders,,Strategy,,,plic,plic,http://rs.tdwg.org/plic/terms/,Strategy05
2021-02-23T21:15:57-06:00,http://rs.tdwg.org/plic/terms/version/Strategy06-2021-02-23,Strategy06-2021-02-23,http://rs.tdwg.org/plic/terms/version/,2021-02-23,recommended,,,,Sedimentivorous,Sedimentivorous,,,http://www.w3.org/2004/02/skos/core#Concept,Sedimentivorous,,Strategy,,,plic,plic,http://rs.tdwg.org/plic/terms/,Strategy06
2021-02-23T21:15:57-06:00,http://rs.tdwg.org/plic/terms/version/Strategy07-2021-02-23,Strategy07-2021-02-23,http://rs.tdwg.org/plic/terms/version/,2021-02-23,recommended,,,,Borers,Borers,,,http://www.w3.org/2004/02/skos/core#Concept,Borers,,Strategy,,,plic,plic,http://rs.tdwg.org/plic/terms/,Strategy07
2021-02-23T21:15:57-06:00,http://rs.tdwg.org/plic/terms/version/Strategy08-2021-02-23,Strategy08-2021-02-23,http://rs.tdwg.org/plic/terms/version/,2021-02-23,recommended,,,,Foragers,Foragers,,,http://www.w3.org/2004/02/skos/core#Concept,Foragers,,Strategy,,,plic,plic,http://rs.tdwg.org/plic/terms/,Strategy08
2021-02-23T21:15:57-06:00,http://rs.tdwg.org/plic/terms/version/Strategy09-2021-02-23,Strategy09-2021-02-23,http://rs.tdwg.org/plic/terms/version/,2021-02-23,recommended,,,,Fluidophagous,Fluidophagous,,,http://www.w3.org/2004/02/skos/core#Concept,Fluidophagous,,Strategy,,,plic,plic,http://rs.tdwg.org/plic/terms/,Strategy09
2021-02-23T21:15:57-06:00,http://rs.tdwg.org/plic/terms/version/StrategyRemarks-2021-02-23,StrategyRemarks-2021-02-23,http://rs.tdwg.org/plic/terms/version/,2021-02-23,recommended,,,,Trophic Strategy Remarks,Information notes about specific feeding strategies.,,,http://www.w3.org/2004/02/skos/core#ConceptScheme,,Trophic,,,,plic,plic,http://rs.tdwg.org/plic/terms/,StrategyRemarks
2021-02-23T21:15:57-06:00,http://rs.tdwg.org/plic/terms/version/StrategyRemarks01-2021-02-23,StrategyRemarks01-2021-02-23,http://rs.tdwg.org/plic/terms/version/,2021-02-23,recommended,,,,Autotrophs,Autotrophs,,,http://www.w3.org/2004/02/skos/core#Concept,Autotrophs,,StrategyRemarks,,,plic,plic,http://rs.tdwg.org/plic/terms/,StrategyRemarks01
2021-02-23T21:15:57-06:00,http://rs.tdwg.org/plic/terms/version/StrategyRemarks02-2021-02-23,StrategyRemarks02-2021-02-23,http://rs.tdwg.org/plic/terms/version/,2021-02-23,recommended,,,,Palynivore,Palynivore,,,http://www.w3.org/2004/02/skos/core#Concept,Palynivore,,StrategyRemarks,,,plic,plic,http://rs.tdwg.org/plic/terms/,StrategyRemarks02
2021-02-23T21:15:57-06:00,http://rs.tdwg.org/plic/terms/version/StrategyRemarks03-2021-02-23,StrategyRemarks03-2021-02-23,http://rs.tdwg.org/plic/terms/version/,2021-02-23,recommended,,,,Nectarivore,Nectarivore,,,http://www.w3.org/2004/02/skos/core#Concept,Nectarivore,,StrategyRemarks,,,plic,plic,http://rs.tdwg.org/plic/terms/,StrategyRemarks03
2021-02-23T21:15:57-06:00,http://rs.tdwg.org/plic/terms/version/StrategyRemarks04-2021-02-23,StrategyRemarks04-2021-02-23,http://rs.tdwg.org/plic/terms/version/,2021-02-23,recommended,,,,Granivore,Granivore,,,http://www.w3.org/2004/02/skos/core#Concept,Granivore,,StrategyRemarks,,,plic,plic,http://rs.tdwg.org/plic/terms/,StrategyRemarks04
2021-02-23T21:15:57-06:00,http://rs.tdwg.org/plic/terms/version/StrategyRemarks05-2021-02-23,StrategyRemarks05-2021-02-23,http://rs.tdwg.org/plic/terms/version/,2021-02-23,recommended,,,,Frugivore,Frugivore,,,http://www.w3.org/2004/02/skos/core#Concept,Frugivore,,StrategyRemarks,,,plic,plic,http://rs.tdwg.org/plic/terms/,StrategyRemarks05
2021-02-23T21:15:57-06:00,http://rs.tdwg.org/plic/terms/version/StrategyRemarks06-2021-02-23,StrategyRemarks06-2021-02-23,http://rs.tdwg.org/plic/terms/version/,2021-02-23,recommended,,,,Rhizophagus,Rhizophagus,,,http://www.w3.org/2004/02/skos/core#Concept,Rhizophagus,,StrategyRemarks,,,plic,plic,http://rs.tdwg.org/plic/terms/,StrategyRemarks06
2021-02-23T21:15:57-06:00,http://rs.tdwg.org/plic/terms/version/StrategyRemarks07-2021-02-23,StrategyRemarks07-2021-02-23,http://rs.tdwg.org/plic/terms/version/,2021-02-23,recommended,,,,Hematophagy,Hematophagy,,,http://www.w3.org/2004/02/skos/core#Concept,Hematophagy,,StrategyRemarks,,,plic,plic,http://rs.tdwg.org/plic/terms/,StrategyRemarks07
2021-02-23T21:15:57-06:00,http://rs.tdwg.org/plic/terms/version/StrategyRemarks08-2021-02-23,StrategyRemarks08-2021-02-23,http://rs.tdwg.org/plic/terms/version/,2021-02-23,recommended,,,,Insectivore,Insectivore,,,http://www.w3.org/2004/02/skos/core#Concept,Insectivore,,StrategyRemarks,,,plic,plic,http://rs.tdwg.org/plic/terms/,StrategyRemarks08
2021-02-23T21:15:57-06:00,http://rs.tdwg.org/plic/terms/version/StrategyRemarks09-2021-02-23,StrategyRemarks09-2021-02-23,http://rs.tdwg.org/plic/terms/version/,2021-02-23,recommended,,,,Piscivore,Piscivore,,,http://www.w3.org/2004/02/skos/core#Concept,Piscivore,,StrategyRemarks,,,plic,plic,http://rs.tdwg.org/plic/terms/,StrategyRemarks09
2021-02-23T21:15:57-06:00,http://rs.tdwg.org/plic/terms/version/StrategyRemarks10-2021-02-23,StrategyRemarks10-2021-02-23,http://rs.tdwg.org/plic/terms/version/,2021-02-23,recommended,,,,Oophagy,Oophagy,,,http://www.w3.org/2004/02/skos/core#Concept,Oophagy,,StrategyRemarks,,,plic,plic,http://rs.tdwg.org/plic/terms/,StrategyRemarks10
2021-02-23T21:15:57-06:00,http://rs.tdwg.org/plic/terms/version/StrategyRemarks11-2021-02-23,StrategyRemarks11-2021-02-23,http://rs.tdwg.org/plic/terms/version/,2021-02-23,recommended,,,,Omnivore,Omnivore,,,http://www.w3.org/2004/02/skos/core#Concept,Omnivore,,StrategyRemarks,,,plic,plic,http://rs.tdwg.org/plic/terms/,StrategyRemarks11
2021-02-23T21:15:57-06:00,http://rs.tdwg.org/plic/terms/version/StrategyRemarks12-2021-02-23,StrategyRemarks12-2021-02-23,http://rs.tdwg.org/plic/terms/version/,2021-02-23,recommended,,,,Scavenger,Scavenger,,,http://www.w3.org/2004/02/skos/core#Concept,Scavenger,,StrategyRemarks,,,plic,plic,http://rs.tdwg.org/plic/terms/,StrategyRemarks12
2021-02-23T21:15:57-06:00,http://rs.tdwg.org/plic/terms/version/StrategyRemarks13-2021-02-23,StrategyRemarks13-2021-02-23,http://rs.tdwg.org/plic/terms/version/,2021-02-23,recommended,,,,Saprophagous,Saprophagous,,,http://www.w3.org/2004/02/skos/core#Concept,Saprophagous,,StrategyRemarks,,,plic,plic,http://rs.tdwg.org/plic/terms/,StrategyRemarks13
2021-02-23T21:15:57-06:00,http://rs.tdwg.org/plic/terms/version/StrategyRemarks14-2021-02-23,StrategyRemarks14-2021-02-23,http://rs.tdwg.org/plic/terms/version/,2021-02-23,recommended,,,,Detritivore,Detritivore,,,http://www.w3.org/2004/02/skos/core#Concept,Detritivore,,StrategyRemarks,,,plic,plic,http://rs.tdwg.org/plic/terms/,StrategyRemarks14
2021-02-23T21:15:57-06:00,http://rs.tdwg.org/plic/terms/version/fullDescription-2021-02-23,fullDescription-2021-02-23,http://rs.tdwg.org/plic/terms/version/,2021-02-23,recommended,,,,Full Description,"Complete and detailed account of the taxonomic and systematic characters, i.e. those that define and allow to recognize an organism.",,,http://www.w3.org/2000/01/rdf-schema#Class,,TaxonomicDescription,,,,plic,plic,http://rs.tdwg.org/plic/terms/,fullDescription
2021-02-23T21:15:57-06:00,http://rs.tdwg.org/plic/terms/version/fullDescriptionAtomized-2021-02-23,fullDescriptionAtomized-2021-02-23,http://rs.tdwg.org/plic/terms/version/,2021-02-23,recommended,,,,Atomized Full Description,fullDescription element in structured format,,,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,,fullDescription,,,,plic,plic,http://rs.tdwg.org/plic/terms/,fullDescriptionAtomized
2021-02-23T21:15:57-06:00,http://rs.tdwg.org/plic/terms/version/fullDescriptionUnstructured-2021-02-23,fullDescriptionUnstructured-2021-02-23,http://rs.tdwg.org/plic/terms/version/,2021-02-23,recommended,,,,Unstructured Full Description,fullDescription element in text block format,,,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,,fullDescription,,,,plic,plic,http://rs.tdwg.org/plic/terms/,fullDescriptionUnstructured
2021-02-23T21:15:57-06:00,http://rs.tdwg.org/plic/terms/version/habitatAtomized-2021-02-23,habitatAtomized-2021-02-23,http://rs.tdwg.org/plic/terms/version/,2021-02-23,recommended,,,,Atomized Habitat,habitatAndDistribution element in structured format,,,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,,EndemicUnstructured ,,,,plic,plic,http://rs.tdwg.org/plic/terms/,habitatAtomized
2021-02-23T21:15:57-06:00,http://rs.tdwg.org/plic/terms/version/habitatAndDistribution-2021-02-23,habitatAndDistribution-2021-02-23,http://rs.tdwg.org/plic/terms/version/,2021-02-23,recommended,,,,Habitat And Distribution,Distribution of the species,,,http://www.w3.org/2000/01/rdf-schema#Class,,TaxonRecord,,,,plic,plic,http://rs.tdwg.org/plic/terms/,habitatAndDistribution
2021-02-23T21:15:57-06:00,http://rs.tdwg.org/plic/terms/version/habitatAndDistributionUnstructured-2021-02-23,habitatAndDistributionUnstructured-2021-02-23,http://rs.tdwg.org/plic/terms/version/,2021-02-23,recommended,,,,Unstructured Habitat And Distribution,habitatAndDistribution element in text block format,,,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,,EndemicUnstructured ,,,,plic,plic,http://rs.tdwg.org/plic/terms/,habitatAndDistributionUnstructured
2021-02-23T21:15:57-06:00,http://rs.tdwg.org/plic/terms/version/habitats-2021-02-23,habitats-2021-02-23,http://rs.tdwg.org/plic/terms/version/,2021-02-23,recommended,,,,Habitats,"General description of the sites where the species is found (ecosystem, environment or microhabitat).",,,http://www.w3.org/2000/01/rdf-schema#Class,,HabitatAndDistribution ,,,,plic,plic,http://rs.tdwg.org/plic/terms/,habitats
2021-02-23T21:15:57-06:00,http://rs.tdwg.org/plic/terms/version/habitatUnstructured-2021-02-23,habitatUnstructured-2021-02-23,http://rs.tdwg.org/plic/terms/version/,2021-02-23,recommended,,,,Unstructured Habitat,habitat element in text block format.,,,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,,Habitats,,,,plic,plic,http://rs.tdwg.org/plic/terms/,habitatUnstructured
2021-02-23T21:15:57-06:00,http://rs.tdwg.org/plic/terms/version/hierarchy-2021-02-23,hierarchy-2021-02-23,http://rs.tdwg.org/plic/terms/version/,2021-02-23,recommended,,,,Hierarchy,Hierarchical categories. Modified from Linnean Core.,,Option: fill all or principal ranks and optionally provide keys.,http://www.w3.org/2000/01/rdf-schema#Class,,Nomenclature and Classification,,,,plic,plic,http://rs.tdwg.org/plic/terms/,hierarchy
2021-02-23T21:15:57-06:00,http://rs.tdwg.org/plic/terms/version/interactionAtomized-2021-02-23,interactionAtomized-2021-02-23,http://rs.tdwg.org/plic/terms/version/,2021-02-23,recommended,,,,Atomized Interaction,interaction element in structured format.,,,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,,Interactions,,,,plic,plic,http://rs.tdwg.org/plic/terms/,interactionAtomized
2021-02-23T21:15:57-06:00,http://rs.tdwg.org/plic/terms/version/identificationKeys-2021-02-23,identificationKeys-2021-02-23,http://rs.tdwg.org/plic/terms/version/,2021-02-23,recommended,,,,Identification Keys,"Tool for the identification of organisms, comprising a series of steps, each of which represents a question about one or more characters of the organism. Each step offers multiple alternatives, choosing one of them will lead us to the next step until ending, finally, in the name of the organism.",,"Most printed keys have only two alternatives, so called dichotomous keys. A taxon includes a key or an identification of key in the subordinate taxons. If we are in a register of a genre, this register would include the keys of the species that this register includes, and if itÂ´s one specie, then it would include the key of the infraspecific rank (For plants: subspecies, variety forms)",http://www.w3.org/2000/01/rdf-schema#Class,,TaxonRecord,,,,plic,plic,http://rs.tdwg.org/plic/terms/,identificationKeys
2021-02-23T21:15:57-06:00,http://rs.tdwg.org/plic/terms/version/Keys-2021-02-23,Keys-2021-02-23,http://rs.tdwg.org/plic/terms/version/,2021-02-23,recommended,,,,Keys,Dichotomic or multi-access key.,,,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,,IdentificationKeys,,,,plic,plic,http://rs.tdwg.org/plic/terms/,Keys
2021-02-23T21:15:57-06:00,http://rs.tdwg.org/plic/terms/version/interactions-2021-02-23,interactions-2021-02-23,http://rs.tdwg.org/plic/terms/version/,2021-02-23,recommended,,,,Interactions,Mutual or reciprocal actions or influences. Relations with products grown and stored by man (plagues) are also included.,,"For example, predation, parasitism, mutualism, etc.",http://www.w3.org/2000/01/rdf-schema#Class,,NaturalHistory,,,,plic,plic,http://rs.tdwg.org/plic/terms/,interactions
2021-02-23T21:15:57-06:00,http://rs.tdwg.org/plic/terms/version/interactionUnstructured-2021-02-23,interactionUnstructured-2021-02-23,http://rs.tdwg.org/plic/terms/version/,2021-02-23,recommended,,,,Unstructured Interaction,interaction element in text block format.,,,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,,SpeciesInteractionType ,,,,plic,plic,http://rs.tdwg.org/plic/terms/,interactionUnstructured
2021-02-23T21:15:57-06:00,http://rs.tdwg.org/plic/terms/version/SpeciesInteraction-2021-02-23,SpeciesInteraction-2021-02-23,http://rs.tdwg.org/plic/terms/version/,2021-02-23,recommended,,,,Species Interaction ,"Information category concerning relations between resources (instances or records, such as Occurrences, Taxa, Locations, Events,...).",,,http://www.w3.org/2000/01/rdf-schema#Class,,Interactions,,,,plic,plic,http://rs.tdwg.org/plic/terms/,SpeciesInteraction
2021-02-23T21:15:57-06:00,http://rs.tdwg.org/plic/terms/version/InteractionSpeciesType-2021-02-23,InteractionSpeciesType-2021-02-23,http://rs.tdwg.org/plic/terms/version/,2021-02-23,recommended,,,,Species Interaction Type,String with the type of interaction. Each element is seperated by comma and each list of elements by.,,,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,,InteractionSpecies,,,,plic,plic,http://rs.tdwg.org/plic/terms/,InteractionSpeciesType
2021-02-23T21:15:57-06:00,http://rs.tdwg.org/plic/terms/version/invasiveness-2021-02-23,invasiveness-2021-02-23,http://rs.tdwg.org/plic/terms/version/,2021-02-23,recommended,,,,Invasiveness,"Information about invasive exotic species that could threaten to ecosystem, habitats and species",,,http://www.w3.org/2000/01/rdf-schema#Class,,TaxonRecord,,,,plic,plic,http://rs.tdwg.org/plic/terms/,invasiveness
2021-02-23T21:15:57-06:00,http://rs.tdwg.org/plic/terms/version/invasivenessAtomized-2021-02-23,invasivenessAtomized-2021-02-23,http://rs.tdwg.org/plic/terms/version/,2021-02-23,recommended,,,,Atomized Invasiveness,invasiveness element in structured format.,,,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,,invasiveness,,,,plic,plic,http://rs.tdwg.org/plic/terms/,invasivenessAtomized
2021-02-23T21:15:57-06:00,http://rs.tdwg.org/plic/terms/version/invasivenessUnstructured-2021-02-23,invasivenessUnstructured-2021-02-23,http://rs.tdwg.org/plic/terms/version/,2021-02-23,recommended,,,,Unstructured Invasiveness,invasiveness element in text block format.,,,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,,invasiveness,,,,plic,plic,http://rs.tdwg.org/plic/terms/,invasivenessUnstructured
