term_localName,label,definition,usage,notes,type,tdwgutility_organizedInClass,examples,database,vann_preferredNamespacePrefix,vann_preferredNamespaceUri
abstract,abstract,A brief summary of the most relevant or attractive features of this taxón to the general public.  Could point to any kind of information. ,,Example: Blue whale is the largest mammal in the world.,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,,,plic,plic,plic
