document_modified,list,list_deprecated,list_localName,label,description,list_created,list_modified,vann_preferredNamespacePrefix,vann_preferredNamespaceUri,database,versions_database,versions_uri,standard
,http://rs.tdwg.org/plic/terms/,,plic/terms/,plic term list,Test term list for PLIC vocabulary,,,plic,http://rs.tdwg.org/plic/terms/,plic,plic-versions,http://rs.tdwg.org/plic/version/terms/,http://www.tdwg.org/standards/plic
