document_modified,version,version_issued,vocabulary_status,label,description,vocabulary,dc_creator,dcterms_license
,,,,plic vocabulary,PLIC new vocabulary,http://rs.tdwg.org/plic/,TDWG PLIC Task Group,http://creativecommons.org/licenses/by/4.0/
