document_modified,vocabulary,vocabulary_deprecated,vocabulary_localName,label,description,vocabulary_created,vocabulary_modified,dc_creator,dcterms_license
,http://rs.tdwg.org/plic/,,plic/,plic vocabulary,PLIC new vocabulary,,,TDWG PLIC Task Group,http://creativecommons.org/licenses/by/4.0/
